frame_idx,timestamp,az,el
0,00:40:47.986138,-1.8705623,1.7025731
1,00:40:48.110097,-1.8660884,1.7305924
2,00:40:48.127988,-1.8698558,1.7253356
3,00:40:48.144828,-1.8636153,1.7199813
4,00:40:48.161940,-1.8610239,1.7250098
5,00:40:48.178508,-1.865993,1.7165034
6,00:40:48.194701,-1.8701932,1.7198598
7,00:40:48.210938,-1.8716271,1.7280147
8,00:40:48.226729,-1.8814169,1.72661
9,00:40:48.242821,-1.8836989,1.7196875
10,00:40:48.259409,-1.8700666,1.7154821
11,00:40:48.277724,-1.8891563,1.7193186
12,00:40:48.294136,-1.8657823,1.7121735
13,00:40:48.310841,-1.8566513,1.7252097
14,00:40:48.331306,-1.8641706,1.7263317
15,00:40:48.348404,-1.8873128,1.7040787
16,00:40:48.364975,-1.882134,1.7099133
17,00:40:48.386125,-1.8767533,1.7011852
18,00:40:48.403588,-1.8664254,1.7141887
19,00:40:48.420436,-1.8834288,1.7190044
20,00:40:48.435902,-1.8757408,1.7203865
21,00:40:48.452127,-1.8732524,1.7361624
22,00:40:48.467416,-1.8815453,1.7249916
23,00:40:48.483190,-1.863767,1.7298182
24,00:40:48.499191,-1.8779113,1.7088138
25,00:40:48.515291,-1.8843119,1.7194964
26,00:40:48.530627,-1.8652843,1.7135175
27,00:40:48.546533,-1.8806443,1.7079363
28,00:40:48.563263,-1.8777769,1.7179184
29,00:40:48.579167,-1.8795633,1.7230408
30,00:40:48.594991,-1.8574651,1.710313
31,00:40:48.610622,-1.861376,1.7158495
32,00:40:48.626381,-1.870799,1.7175384
33,00:40:48.642301,-1.8653456,1.734826
34,00:40:48.657986,-1.8687303,1.7170422
35,00:40:48.673632,-1.8691645,1.7080814
36,00:40:48.694705,-1.8510618,1.7286116
37,00:40:48.710742,-1.8635042,1.7235177
38,00:40:48.727269,-1.8687567,1.7092578
39,00:40:48.743843,-1.8815913,1.7149769
40,00:40:48.760330,-1.86219,1.7262721
41,00:40:48.779194,-1.867698,1.7319173
42,00:40:48.795460,-1.8621311,1.7283599
43,00:40:48.811578,-1.8836286,1.7272797
44,00:40:48.828240,-1.8639971,1.7168779
45,00:40:48.844387,-1.8746248,1.7296326
46,00:40:48.861062,-1.8596513,1.7263622
47,00:40:48.878014,-1.8598742,1.7218164
48,00:40:48.894474,-1.8527468,1.7149086
49,00:40:48.910971,-1.8532887,1.7197185
50,00:40:48.927452,-1.8679373,1.7376708
51,00:40:48.943990,-1.8727643,1.7142835
52,00:40:48.960630,-1.876215,1.7235792
53,00:40:48.979288,-1.8654077,1.704231
54,00:40:48.996506,-1.8688571,1.7055664
55,00:40:49.015711,-1.8697643,1.7300874
56,00:40:49.036122,-1.8544078,1.7371848
57,00:40:49.052432,-1.8585995,1.7411093
58,00:40:49.068194,-1.875104,1.7178664
59,00:40:49.084356,-1.8649611,1.7124598
60,00:40:49.101202,-1.8741333,1.7215586
61,00:40:49.120121,-1.8666995,1.7231443
62,00:40:49.136242,-1.866112,1.7222451
63,00:40:49.152443,-1.8700488,1.7111924
64,00:40:49.172312,-1.8765392,1.7145077
65,00:40:49.188430,-1.8685197,1.7188959
66,00:40:49.204124,-1.868101,1.7135067
67,00:40:49.220299,-1.8587074,1.7172943
68,00:40:49.236185,-1.8688289,1.7141117
69,00:40:49.252419,-1.8773031,1.713129
70,00:40:49.269178,-1.8725826,1.7231455
71,00:40:49.286021,-1.8697546,1.7148999
72,00:40:49.303278,-1.8804219,1.7416779
73,00:40:49.320112,-1.8788815,1.714715
74,00:40:49.337138,-1.8670607,1.7321535
75,00:40:49.353644,-1.8730751,1.7305641
76,00:40:49.371216,-1.8672328,1.7307538
77,00:40:49.388697,-1.8654227,1.7334557
78,00:40:49.406283,-1.8580501,1.7167356
79,00:40:49.423822,-1.8736236,1.7052871
