frame_idx,timestamp,az,el
505,00:40:57.034747,-1.9484963,1.3853786
506,00:40:57.051787,-1.9614449,1.393368
507,00:40:57.067776,-1.9709831,1.3784184
508,00:40:57.085385,-1.978528,1.3751441
509,00:40:57.103810,-1.9619942,1.3856289
510,00:40:57.122045,-1.9627237,1.3804176
511,00:40:57.140015,-1.958694,1.3830633
512,00:40:57.158114,-1.9612484,1.3814461
513,00:40:57.176078,-1.9596944,1.3868822
514,00:40:57.194499,-1.966577,1.3837534
515,00:40:57.212048,-1.9681135,1.3850838
516,00:40:57.231226,-1.9642819,1.3913078
517,00:40:57.249658,-1.97016,1.3768582
518,00:40:57.267780,-1.9727857,1.3714786
519,00:40:57.285886,-1.9595348,1.3871272
520,00:40:57.304169,-1.9534225,1.3878043
521,00:40:57.323274,-1.9689171,1.3920112
522,00:40:57.342727,-1.9623529,1.3894877
523,00:40:57.361136,-1.9590924,1.3788024
524,00:40:57.379843,-1.9523083,1.3851895
525,00:40:57.397658,-1.95005,1.3857758
526,00:40:57.414895,-1.9670382,1.3790314
527,00:40:57.432488,-1.961314,1.3872807
528,00:40:57.450073,-1.9640293,1.407038
529,00:40:57.466529,-1.968192,1.3778048
530,00:40:57.484011,-1.9563067,1.3901377
531,00:40:57.501209,-1.9590912,1.397817
532,00:40:57.517015,-1.9720578,1.3841968
533,00:40:57.532537,-1.9795392,1.3786594
534,00:40:57.547808,-1.9442688,1.3910227
535,00:40:57.563322,-1.9619824,1.3825556
536,00:40:57.578523,-1.9476151,1.3927507
537,00:40:57.594213,-1.9400294,1.3897966
538,00:40:57.609733,-1.9477069,1.3927488
539,00:40:57.626221,-1.9462415,1.3819127
540,00:40:57.643886,-1.9719163,1.3828647
541,00:40:57.660966,-1.9781646,1.3839364
542,00:40:57.677710,-1.9686059,1.3803489
543,00:40:57.694271,-1.9629683,1.3999977
544,00:40:57.710265,-1.9606862,1.3793242
545,00:40:57.727324,-1.9790642,1.3874054
546,00:40:57.744339,-1.9662727,1.3704221
547,00:40:57.762100,-1.9580549,1.3914125
548,00:40:57.779791,-1.9755135,1.3650537
549,00:40:57.797125,-1.9706901,1.3942932
550,00:40:57.814306,-1.9676913,1.3948386
551,00:40:57.831706,-1.9589472,1.3919314
552,00:40:57.849678,-1.9607353,1.3846762
553,00:40:57.867327,-1.9735739,1.386836
554,00:40:57.885655,-1.9815791,1.3771837
555,00:40:57.904516,-1.9739197,1.3728654
556,00:40:57.923469,-1.9685512,1.391334
557,00:40:57.941555,-1.9636168,1.3815957
558,00:40:57.959865,-1.9646155,1.3965969
559,00:40:57.977994,-1.9682124,1.3786691
560,00:40:57.996004,-1.9532219,1.4017696
561,00:40:58.013921,-1.977316,1.3842306
562,00:40:58.031703,-1.9415159,1.3947091
563,00:40:58.049800,-1.9650261,1.3916793
564,00:40:58.067758,-1.9445398,1.3945675
565,00:40:58.086035,-1.9658387,1.3945253
566,00:40:58.104369,-1.9615483,1.3881025
567,00:40:58.123342,-1.9645511,1.3911796
568,00:40:58.140902,-1.9632883,1.396869
569,00:40:58.158271,-1.9643327,1.3869528
570,00:40:58.175887,-1.9553479,1.3851206
571,00:40:58.192921,-1.9662795,1.3866227
572,00:40:58.209754,-1.9777212,1.3760698
573,00:40:58.227465,-1.9721096,1.3923323
574,00:40:58.244100,-1.9487908,1.3957231
575,00:40:58.260954,-1.9611988,1.3869643
576,00:40:58.277711,-1.9436797,1.4056721
577,00:40:58.295257,-1.9698036,1.38482
578,00:40:58.311887,-1.9606712,1.3918741
579,00:40:58.328565,-1.9721193,1.3841972
