frame_idx,timestamp,az,el
0,00:39:35.634470,-1.8690823,1.7159588
1,00:39:35.752004,-1.8598994,1.7244811
2,00:39:35.770202,-1.8577728,1.7117877
3,00:39:35.903717,-1.8521366,1.7211344
4,00:39:35.922220,-1.8648539,1.7129824
5,00:39:35.941231,-1.8692784,1.7099013
6,00:39:36.086296,-1.8572166,1.7028139
7,00:39:36.112819,-1.866786,1.7123922
8,00:39:36.264324,-1.8661116,1.7174046
9,00:39:36.284103,-1.8645048,1.7296162
10,00:39:36.302475,-1.8583305,1.7136667
11,00:39:36.444777,-1.8426555,1.7247713
12,00:39:36.463819,-1.857308,1.7159543
13,00:39:36.483631,-1.8626121,1.7224607
14,00:39:36.600633,-1.8815876,1.714367
15,00:39:36.620010,-1.8601146,1.7218745
16,00:39:36.638598,-1.8790348,1.7212343
17,00:39:36.774775,-1.8565543,1.7196567
18,00:39:36.794556,-1.8761976,1.7064972
19,00:39:36.813527,-1.8687888,1.7107495
20,00:39:36.956217,-1.8700626,1.712836
21,00:39:36.976305,-1.8452325,1.7267833
22,00:39:36.995337,-1.8558041,1.7280195
23,00:39:37.133507,-1.857686,1.710979
24,00:39:37.152716,-1.8614274,1.7144605
25,00:39:37.171587,-1.869997,1.7220228
26,00:39:37.311756,-1.8685853,1.7235501
27,00:39:37.331023,-1.8628166,1.7211812
28,00:39:37.349158,-1.862835,1.7294731
29,00:39:37.367683,-1.8531218,1.7190737
30,00:39:37.385877,-1.8541226,1.729838
31,00:39:37.403902,-1.8643067,1.7258737
32,00:39:37.422654,-1.858857,1.7253351
33,00:39:37.442194,-1.8780448,1.7152431
34,00:39:37.460215,-1.8782504,1.7144845
35,00:39:37.479458,-1.8616874,1.7227497
36,00:39:37.498358,-1.8530307,1.7271017
37,00:39:37.517296,-1.8681536,1.7345375
38,00:39:37.535129,-1.8583708,1.7139683
39,00:39:37.553264,-1.8707182,1.7168905
40,00:39:37.571240,-1.8534518,1.7137101
41,00:39:37.589018,-1.857549,1.7172121
42,00:39:37.606948,-1.8689934,1.7169871
43,00:39:37.624871,-1.8632636,1.7185459
44,00:39:37.643041,-1.8745861,1.72381
45,00:39:37.660995,-1.861821,1.7274009
46,00:39:37.679587,-1.8575922,1.7258115
47,00:39:37.697981,-1.8449906,1.7284681
48,00:39:37.716527,-1.8607106,1.7041864
49,00:39:37.734839,-1.8641022,1.7262369
50,00:39:37.752835,-1.8728111,1.7167859
51,00:39:37.770319,-1.8489832,1.7271827
52,00:39:37.787902,-1.8634812,1.7216679
53,00:39:37.805645,-1.8628637,1.7285005
54,00:39:37.823988,-1.8619763,1.7204049
55,00:39:37.845532,-1.8655877,1.7224147
56,00:39:37.864285,-1.8544619,1.7206231
57,00:39:37.881716,-1.8536301,1.7025169
58,00:39:37.899795,-1.8705175,1.7142555
59,00:39:37.917321,-1.8606813,1.7038006
60,00:39:37.934790,-1.8556061,1.7179792
61,00:39:37.952468,-1.8599192,1.7293622
62,00:39:37.970470,-1.8646691,1.7191932
63,00:39:37.988256,-1.8567863,1.727895
64,00:39:38.004655,-1.8591272,1.7113208
65,00:39:38.022953,-1.8638408,1.7156903
66,00:39:38.041496,-1.888126,1.7216618
67,00:39:38.059583,-1.8582581,1.7323992
68,00:39:38.077236,-1.8552449,1.7140856
69,00:39:38.094954,-1.86504,1.7098944
70,00:39:38.112573,-1.8772099,1.7305359
71,00:39:38.129539,-1.8629203,1.7329884
72,00:39:38.147172,-1.8863335,1.7169055
73,00:39:38.164337,-1.8743118,1.7374606
74,00:39:38.180922,-1.8661742,1.7149858
75,00:39:38.197338,-1.8772535,1.724623
76,00:39:38.213978,-1.8615407,1.7261484
77,00:39:38.230458,-1.872988,1.7141471
78,00:39:38.246745,-1.8543571,1.7130364
79,00:39:38.262609,-1.8767847,1.7213429
80,00:39:38.278562,-1.870751,1.7242119
81,00:39:38.294836,-1.8727688,1.698082
82,00:39:38.311103,-1.8577702,1.7188503
83,00:39:38.327150,-1.8711879,1.7122824
84,00:39:38.343508,-1.8702601,1.7103063
85,00:39:38.360249,-1.8691126,1.7230525
86,00:39:38.376854,-1.8684977,1.7279402
87,00:39:38.394304,-1.8801343,1.7123082
88,00:39:38.411425,-1.8573662,1.7162178
89,00:39:38.428875,-1.8700855,1.7360008
90,00:39:38.446354,-1.8608131,1.725635
91,00:39:38.463849,-1.8662007,1.7193222
92,00:39:38.481952,-1.8501846,1.7173741
93,00:39:38.499886,-1.8653644,1.7130723
94,00:39:38.517234,-1.8656963,1.7168984
95,00:39:38.535598,-1.876296,1.7046039
96,00:39:38.553732,-1.8646393,1.7036558
97,00:39:38.571514,-1.8576503,1.6938229
98,00:39:38.589274,-1.8733782,1.6970558
99,00:39:38.606961,-1.868047,1.7177967
100,00:39:38.624874,-1.879576,1.7271026
101,00:39:38.642923,-1.8709786,1.7198888
102,00:39:38.659737,-1.8906064,1.7183843
103,00:39:38.676351,-1.8715714,1.7298768
104,00:39:38.693282,-1.8562793,1.7456151
105,00:39:38.713399,-1.8767382,1.7229203
106,00:39:38.730635,-1.8613243,1.7244102
107,00:39:38.747281,-1.8642061,1.7289375
108,00:39:38.763584,-1.878781,1.7106175
109,00:39:38.779863,-1.8655006,1.7247958
110,00:39:38.796240,-1.891063,1.7257608
111,00:39:38.812400,-1.8736458,1.7248093
112,00:39:38.828087,-1.8653787,1.7163628
113,00:39:38.844195,-1.8488477,1.7152461
114,00:39:38.860575,-1.8701925,1.7221963
115,00:39:38.876432,-1.8561255,1.7252038
116,00:39:38.892317,-1.8691509,1.7357652
117,00:39:38.908148,-1.8562388,1.7268867
118,00:39:38.924290,-1.8697484,1.7104925
